# relative frequency (MHz), data intensity (counts), fit residuals (counts), data uncertainty (counts)
-2.440110657572746277e+03, 7.570000000000000000e+02, 3.581187072952263861e+01, 2.751363298439520833e+01
-2.443370450019836426e+03, 9.160000000000000000e+02, 3.114960494898571142e+01, 3.026549190084311292e+01
-2.446630263090133667e+03, 1.217000000000000000e+03, -9.055831917817477006e+01, 3.488552708502481892e+01
-2.449890096783638000e+03, 1.323000000000000000e+03, -1.529355929425219074e+01, 3.637306695894642417e+01
-2.453149834513664246e+03, 1.456000000000000000e+03, -3.517884039328919243e+00, 3.815756805667782459e+01
-2.456409592866897583e+03, 1.512000000000000000e+03, 8.079389421095584112e+00, 3.888444419044716227e+01
-2.459669605135917664e+03, 1.466000000000000000e+03, 2.284967646860877721e+01, 3.828837943815329226e+01
-2.462929346442222595e+03, 1.382000000000000000e+03, -1.254156667754159571e+01, 3.717526059088221047e+01
-2.466189283370971680e+03, 1.146000000000000000e+03, 5.211468588913885469e+01, 3.385262175962151332e+01
-2.469449124217033386e+03, 1.038000000000000000e+03, -2.187215148364191464e+01, 3.221800738717402623e+01
-2.472709218978881836e+03, 8.360000000000000000e+02, 1.653662290830993697e+01, 2.891366458960192176e+01
-2.475969101309776306e+03, 7.290000000000000000e+02, -9.462474494698881244e+00, 2.700000000000000000e+01
-2.479229120850563049e+03, 6.040000000000000000e+02, 1.320929300649083871e+01, 2.457641145488901557e+01
-2.482489044308662415e+03, 6.050000000000000000e+02, -6.469213064457721885e+01, 2.459674775249768786e+01
-2.485748988389968872e+03, 5.160000000000000000e+02, -3.331915126923593107e+01, 2.271563338320109438e+01
-2.489009186506271362e+03, 4.630000000000000000e+02, -2.387198457860625922e+01, 2.151743479135001280e+01
-2.492269171953201294e+03, 3.950000000000000000e+02, 1.076821891965983014e+01, 1.987460691435179072e+01
-2.495529294610023499e+03, 3.830000000000000000e+02, -3.172664498566973634e+00, 1.957038579078092511e+01
-2.498789321303367615e+03, 3.670000000000000000e+02, -7.639625271257784789e+00, 1.915724406066801677e+01
-2.502049601912498474e+03, 3.420000000000000000e+02, 9.925793647063301250e-01, 1.849324200890692893e+01
-2.505309669971466064e+03, 3.530000000000000000e+02, -2.325214809275485095e+01, 1.878829422805593552e+01
-2.508569875240325928e+03, 3.260000000000000000e+02, -7.082566409375317562e+00, 1.805547008526778896e+01
-2.511829984545707703e+03, 3.020000000000000000e+02, 7.983496985903684617e+00, 1.737814719698276633e+01
-2.515090114593505859e+03, 2.870000000000000000e+02, 1.555982388526956584e+01, 1.694107434609741603e+01
-2.518350498437881470e+03, 2.980000000000000000e+02, -1.644840392018295461e+00, 1.726267650163206824e+01
-2.521610669732093811e+03, 2.930000000000000000e+02, -1.851554741721770370e+00, 1.711724276862369010e+01
-2.524870978116989136e+03, 2.630000000000000000e+02, 2.376789586015314626e+01, 1.621727474022685556e+01
-2.528131190657615662e+03, 2.960000000000000000e+02, -1.291937509680502671e+01, 1.720465053408525335e+01
-2.531391657114028931e+03, 3.110000000000000000e+02, -3.101814117681817606e+01, 1.763519208854839704e+01
-2.534651911020278931e+03, 2.930000000000000000e+02, -1.561020367364983485e+01, 1.711724276862369010e+01
-2.537912302136421204e+03, 2.930000000000000000e+02, -1.776080283848699537e+01, 1.711724276862369010e+01
-2.541172597408294678e+03, 2.930000000000000000e+02, -1.952097785552001596e+01, 1.711724276862369010e+01
-2.544433146357536316e+03, 2.900000000000000000e+02, -1.793099968771582553e+01, 1.702938636592640265e+01
-2.547693482875823975e+03, 3.210000000000000000e+02, -5.002162809553743728e+01, 1.791647286716891685e+01
-2.550953840017318726e+03, 2.520000000000000000e+02, 1.818376677911425077e+01, 1.587450786638754430e+01
-2.554214334368705750e+03, 2.480000000000000000e+02, 2.166858391552784724e+01, 1.574801574802362225e+01
-2.557474732756614685e+03, 2.910000000000000000e+02, -2.157776596178831596e+01, 1.705872210923197940e+01
-2.560735385179519653e+03, 2.650000000000000000e+02, 4.439603368270013561e+00, 1.627882059609970611e+01
-2.563995824933052063e+03, 2.760000000000000000e+02, -6.279083731960838577e+00, 1.661324772583614973e+01
-2.567256401777267456e+03, 2.880000000000000000e+02, -1.772822630105747521e+01, 1.697056274847713908e+01
-2.570516883015632629e+03, 2.730000000000000000e+02, -1.896661714929507525e+00, 1.652271164185830443e+01
-2.573777617812156677e+03, 2.840000000000000000e+02, -1.176695572802651668e+01, 1.685229954635271810e+01
-2.577038140177726746e+03, 2.840000000000000000e+02, -1.031501725379871459e+01, 1.685229954635271810e+01
-2.580298683285713196e+03, 2.790000000000000000e+02, -3.508453442377970077e+00, 1.670329308849006722e+01
-2.583559363484382629e+03, 2.850000000000000000e+02, -7.305190868687532202e+00, 1.688194301613413373e+01
-2.586819947838783264e+03, 2.850000000000000000e+02, -4.651560885795447575e+00, 1.688194301613413373e+01
-2.590080786108970642e+03, 2.490000000000000000e+02, 3.452136695208878336e+01, 1.577973383805949936e+01
-2.593341411709785461e+03, 3.180000000000000000e+02, -3.069944642507903154e+01, 1.783255450012700649e+01
-2.596602174520492554e+03, 2.920000000000000000e+02, -2.019256045498423191e-01, 1.708800749063506075e+01
-2.599862841486930847e+03, 2.870000000000000000e+02, 1.015715393984373804e+01, 1.694107434609741603e+01
-2.603123762369155884e+03, 2.990000000000000000e+02, 4.564382441096768162e+00, 1.729161646579058242e+01
-2.606384470582008362e+03, 3.220000000000000000e+02, -1.073790363800719661e+01, 1.794435844492636178e+01
-2.609645316243171692e+03, 3.030000000000000000e+02, 1.757292391104681428e+01, 1.740689518552921200e+01
-2.612906065821647644e+03, 3.090000000000000000e+02, 2.292754772643627348e+01, 1.757839583124694727e+01
-2.616166836023330688e+03, 3.370000000000000000e+02, 8.912459755036309161e+00, 1.835755975068581947e+01
-2.619427860260009766e+03, 3.270000000000000000e+02, 3.633737663190623834e+01, 1.808314132002512409e+01
-2.622688671827316284e+03, 3.810000000000000000e+02, 4.330529211773580300e+00, 1.951922129594313660e+01
-2.625949620604515076e+03, 3.980000000000000000e+02, 1.549490704255123319e+01, 1.994993734326000379e+01
-2.629210473418235779e+03, 4.210000000000000000e+02, 2.910862778243892990e+01, 2.051828452868319275e+01
-2.632471580386161804e+03, 4.350000000000000000e+02, 6.340021789051854739e+01, 2.085665361461420986e+01
-2.635732474565505981e+03, 5.490000000000000000e+02, 1.376122313672556174e+01, 2.343074902771996193e+01
-2.638993506073951721e+03, 6.300000000000000000e+02, 1.865789088552219255e+01, 2.509980079602226510e+01
-2.642254441618919373e+03, 6.830000000000000000e+02, 7.842568518127382049e+01, 2.613426869074395853e+01
-2.645515397787094116e+03, 8.370000000000000000e+02, 6.598652698528871952e+01, 2.893095228297886479e+01
-2.648776607871055603e+03, 9.510000000000000000e+02, 1.151029950042150176e+02, 3.083828789021854888e+01
-2.652037605524063110e+03, 1.095000000000000000e+03, 1.337987254192246382e+02, 3.309078421554859517e+01
-2.655298740267753601e+03, 1.256000000000000000e+03, 9.952996571360381495e+01, 3.544009029333869876e+01
-2.658559779167175293e+03, 1.322000000000000000e+03, 8.790674047245784095e+01, 3.635931792539568619e+01
-2.661821071863174438e+03, 1.252000000000000000e+03, 1.221102639377377272e+02, 3.538361202590826338e+01
-2.665082152128219604e+03, 1.167000000000000000e+03, 9.291263720341453336e+01, 3.416138170507744576e+01
-2.668343369603157043e+03, 1.001000000000000000e+03, 1.003079248219037254e+02, 3.163858403911275019e+01
-2.671604491114616394e+03, 8.410000000000000000e+02, 9.457212485966658733e+01, 2.900000000000000000e+01
-2.674865749955177307e+03, 7.260000000000000000e+02, 6.208861830747889599e+01, 2.694438717061495936e+01
-2.678127029538154602e+03, 6.570000000000000000e+02, 1.194338819108656935e+01, 2.563201123595259290e+01
-2.681388213038444519e+03, 4.830000000000000000e+02, 9.463376085412028260e+01, 2.197726097583591098e+01
-2.684649533748626709e+03, 4.770000000000000000e+02, 3.215099700855853371e+01, 2.184032966784155505e+01
-2.687910758614540100e+03, 4.300000000000000000e+02, 2.788357410539464354e+01, 2.073644135332772009e+01
-2.691172237396240234e+03, 4.140000000000000000e+02, 5.148572681260134232e+00, 2.034698994937580352e+01
-2.694433503627777100e+03, 3.950000000000000000e+02, -5.522806003038908784e+00, 1.987460691435179072e+01
-2.697694907188415527e+03, 3.450000000000000000e+02, 2.139855196221128608e+01, 1.857417562100670949e+01
-2.700956156373023987e+03, 3.260000000000000000e+02, 2.218340277709279462e+01, 1.805547008526778896e+01
-2.704217717766761780e+03, 3.540000000000000000e+02, -2.039045710463108207e+01, 1.881488772222677852e+01
-2.707479066729545593e+03, 3.360000000000000000e+02, -1.418975256258289619e+01, 1.833030277982335932e+01
-2.710740436315536499e+03, 2.740000000000000000e+02, 3.815624026818642278e+01, 1.655294535724684835e+01
-2.714001943111419678e+03, 2.810000000000000000e+02, 2.318655989293085895e+01, 1.676305461424021104e+01
-2.717263470768928528e+03, 3.090000000000000000e+02, -1.144123861816558474e+01, 1.757839583124694727e+01
-2.720525018811225891e+03, 2.980000000000000000e+02, -5.985667660294268444e+00, 1.726267650163206824e+01
-2.723786471128463745e+03, 2.800000000000000000e+02, 7.356108673473670478e+00, 1.673320053068151125e+01
-2.727048060655593872e+03, 2.930000000000000000e+02, -9.568465310902411147e+00, 1.711724276862369010e+01
-2.730309554338455200e+03, 2.740000000000000000e+02, 6.122381860932705422e+00, 1.655294535724684835e+01
-2.733571301817893982e+03, 2.860000000000000000e+02, -8.664624852179656500e+00, 1.691153452528776313e+01
-2.736832836747169495e+03, 2.570000000000000000e+02, 1.799764159094308980e+01, 1.603121954188139853e+01
-2.740094392418861389e+03, 2.600000000000000000e+02, 1.305106259942527913e+01, 1.612451549659709826e+01
-2.743356085300445557e+03, 2.670000000000000000e+02, 4.449877120557914623e+00, 1.634013463836819113e+01
-2.746617798805236816e+03, 3.020000000000000000e+02, -3.184170717143103957e+01, 1.737814719698276633e+01
-2.749879533171653748e+03, 2.810000000000000000e+02, -1.185144836241767052e+01, 1.676305461424021104e+01
-2.753141171455383301e+03, 2.570000000000000000e+02, 1.139975653744568262e+01, 1.603121954188139853e+01
-2.756402947068214417e+03, 2.940000000000000000e+02, -2.610313772394812304e+01, 1.714642819948224783e+01
-2.759664626836776733e+03, 2.790000000000000000e+02, -1.136977949244214869e+01, 1.670329308849006722e+01
-2.762926560401916504e+03, 2.690000000000000000e+02, -1.404937596847730674e+00, 1.640121946685672683e+01
-2.766188281416893005e+03, 2.800000000000000000e+02, -1.220858258073491243e+01, 1.673320053068151125e+01
-2.769450139880180359e+03, 2.650000000000000000e+02, 3.224151067324271480e+00, 1.627882059609970611e+01
-2.772711902260780334e+03, 2.680000000000000000e+02, 9.031933422944007361e-01, 1.637070554374490072e+01
-2.775973801851272583e+03, 2.960000000000000000e+02, -2.615582843687326431e+01, 1.720465053408525335e+01
-2.779235722422599792e+03, 2.690000000000000000e+02, 2.069058901099310788e+00, 1.640121946685672683e+01
-2.782497546672821045e+03, 2.680000000000000000e+02, 4.607348051107237552e+00, 1.637070554374490072e+01
-2.785759508371353149e+03, 2.580000000000000000e+02, 1.649786355654077852e+01, 1.606237840420901009e+01
-2.789021490931510925e+03, 2.830000000000000000e+02, -6.209364228216827541e+00, 1.682260384126072239e+01
-2.792283493995666504e+03, 2.730000000000000000e+02, 6.550130112478598221e+00, 1.652271164185830443e+01
-2.795545401096343994e+03, 2.790000000000000000e+02, 3.859229159456106117e+00, 1.670329308849006722e+01
-2.798807445645332336e+03, 2.630000000000000000e+02, 2.382549214390110137e+01, 1.621727474022685556e+01
-2.802069394111633301e+03, 2.980000000000000000e+02, -6.411658656642032383e+00, 1.726267650163206824e+01
-2.805331479907035828e+03, 3.340000000000000000e+02, -3.666833334794591792e+01, 1.827566688249706672e+01
-2.808593586564064026e+03, 2.900000000000000000e+02, 1.429913424736213301e+01, 1.702938636592640265e+01
-2.811855597138404846e+03, 3.050000000000000000e+02, 7.818386212641541988e+00, 1.746424919657297892e+01
-2.815117744922637939e+03, 3.300000000000000000e+02, -6.662677605394037528e+00, 1.816590212458494946e+01
-2.818379913568496704e+03, 3.450000000000000000e+02, -8.525476111486455011e+00, 1.857417562100670949e+01
-2.821642102837562561e+03, 3.470000000000000000e+02, 6.098068823550647721e+00, 1.862793601019715695e+01
-2.824904196143150330e+03, 4.240000000000000000e+02, -4.956183652752622493e+01, 2.059126028197400160e+01
-2.828166426777839661e+03, 4.270000000000000000e+02, -2.475154039226515579e+01, 2.066397831977182520e+01
-2.831428678154945374e+03, 4.500000000000000000e+02, -1.100893497722370284e+01, 2.121320343559642652e+01
-2.834690950155258179e+03, 5.300000000000000000e+02, -4.202845214673732244e+01, 2.302172886644267535e+01
-2.837953126192092896e+03, 5.720000000000000000e+02, -1.886746659595405617e+01, 2.391652148620279661e+01
-2.841215322852134705e+03, 6.540000000000000000e+02, -1.606672249753523829e+01, 2.557342370508884244e+01
-2.844477656960487366e+03, 7.910000000000000000e+02, -4.843056512987470796e+01, 2.812472222085046525e+01
-2.847740011692047119e+03, 8.260000000000000000e+02, 3.365451372192728741e+01, 2.874021572639982836e+01
-2.851002387166023254e+03, 9.530000000000000000e+02, 1.796874682130589918e+01, 3.087069808086626210e+01
-2.854264666557312012e+03, 1.092000000000000000e+03, -4.192611624246569590e+01, 3.304542328371660886e+01
-2.857527083516120911e+03, 1.185000000000000000e+03, -1.118127340054495562e+02, 3.442382895611701343e+01
-2.860789520978927612e+03, 1.069000000000000000e+03, -3.647276752288439639e+01, 3.269556544854363267e+01
-2.864051979184150696e+03, 9.320000000000000000e+02, 9.242952164662028736e+00, 3.052867504494749440e+01
-2.867314341545104980e+03, 8.400000000000000000e+02, -1.466548434419007663e+01, 2.898275349237887610e+01
-2.870576724410057068e+03, 7.690000000000000000e+02, -5.912447482066431803e+01, 2.773084924772409465e+01
-2.873839244604110718e+03, 6.220000000000000000e+02, -1.186355011243199442e+01, 2.493992782667985253e+01
-2.877101785659790039e+03, 4.780000000000000000e+02, 5.299882507757490657e+01, 2.186321110907544707e+01
-2.880364347219467163e+03, 4.680000000000000000e+02, 2.940376995276778871e+00, 2.163330765278393741e+01
-2.883626812934875488e+03, 4.450000000000000000e+02, -1.889617626214203483e+01, 2.109502310972898798e+01
-2.886889416098594666e+03, 4.060000000000000000e+02, -1.340420392792350412e+01, 2.014944167960988608e+01
-2.890152039766311646e+03, 3.510000000000000000e+02, 1.630307507487850671e+01, 1.873499399519519315e+01
-2.893414684176445007e+03, 3.340000000000000000e+02, 1.395031811237731745e+01, 1.827566688249706672e+01
-2.896677232742309570e+03, 3.300000000000000000e+02, 2.932280049830069402e+00, 1.816590212458494946e+01
-2.899939801812171936e+03, 3.170000000000000000e+02, 4.122773327298432378e+00, 1.780449381476485726e+01
-2.903202624917030334e+03, 3.140000000000000000e+02, -2.272769204279768473e+00, 1.772004514666934938e+01
-2.906465235590934753e+03, 3.020000000000000000e+02, 2.179884362638631501e+00, 1.737814719698276633e+01
-2.909727983474731445e+03, 2.960000000000000000e+02, 2.068860889247957857e+00, 1.720465053408525335e+01
-2.912990635395050049e+03, 3.090000000000000000e+02, -1.590761985700123660e+01, 1.757839583124694727e+01
-2.916253424763679504e+03, 2.600000000000000000e+02, 2.902463933267773655e+01, 1.612451549659709826e+01
-2.919516234755516052e+03, 3.020000000000000000e+02, -1.630457220621570968e+01, 1.737814719698276633e+01
-2.922779065370559692e+03, 2.790000000000000000e+02, 3.974392627333941164e+00, 1.670329308849006722e+01
-2.926041800260543823e+03, 3.090000000000000000e+02, -2.823917733881114600e+01, 1.757839583124694727e+01
-2.929304672241210938e+03, 2.950000000000000000e+02, -1.602408302340478485e+01, 1.717556403731766679e+01
-2.932567564964294434e+03, 2.830000000000000000e+02, -5.442087490277799589e+00, 1.682260384126072239e+01
-2.935830361843109131e+03, 2.930000000000000000e+02, -1.654209960994938911e+01, 1.711724276862369010e+01
-2.939093296051025391e+03, 2.930000000000000000e+02, -1.736309461413151212e+01, 1.711724276862369010e+01
-2.942356075882911682e+03, 2.670000000000000000e+02, 8.064014648259671958e+00, 1.634013463836819113e+01
-2.945619168162345886e+03, 2.790000000000000000e+02, -4.285506885737163429e+00, 1.670329308849006722e+01
-2.948882047772407532e+03, 2.690000000000000000e+02, 5.568843594807049158e+00, 1.640121946685672683e+01
-2.952145064711570740e+03, 2.620000000000000000e+02, 1.261166216087644898e+01, 1.618641405623864671e+01
-2.955407985687255859e+03, 2.910000000000000000e+02, -1.616895405861498602e+01, 1.705872210923197940e+01
-2.958671044230461121e+03, 2.680000000000000000e+02, 7.218045969575086929e+00, 1.637070554374490072e+01
-2.961934123277664185e+03, 2.930000000000000000e+02, -1.723378565895291104e+01, 1.711724276862369010e+01
-2.965197106361389160e+03, 2.730000000000000000e+02, 3.471287496565423680e+00, 1.652271164185830443e+01
-2.968460226893424988e+03, 2.710000000000000000e+02, 6.331052742070767181e+00, 1.646207763315432970e+01
-2.971723251461982727e+03, 2.670000000000000000e+02, 1.134498712614094984e+01, 1.634013463836819113e+01
-2.974986530184745789e+03, 2.900000000000000000e+02, -1.048556915379617749e+01, 1.702938636592640265e+01
-2.978249595999717712e+03, 2.640000000000000000e+02, 1.684205262894488442e+01, 1.624807680927192166e+01
-2.981512799382209778e+03, 3.000000000000000000e+02, -1.766759513152487671e+01, 1.732050807568877460e+01
-2.984775906562805176e+03, 3.010000000000000000e+02, -1.700861332939371096e+01, 1.734935157289747210e+01
-2.988039268016815186e+03, 3.030000000000000000e+02, -1.717317922587625389e+01, 1.740689518552921200e+01
-2.991302416801452637e+03, 3.000000000000000000e+02, -1.215221614163465347e+01, 1.732050807568877460e+01
-2.994565703034400940e+03, 2.560000000000000000e+02, 3.406563805261134803e+01, 1.600000000000000000e+01
-2.997828893184661865e+03, 3.100000000000000000e+02, -1.750665616419803428e+01, 1.760681686165900928e+01
-3.001092103958129883e+03, 3.220000000000000000e+02, -2.685374921694187833e+01, 1.794435844492636178e+01
-3.004355569005012512e+03, 2.910000000000000000e+02, 7.042241357230977883e+00, 1.705872210923197940e+01
-3.007618821263313293e+03, 2.940000000000000000e+02, 7.201251037640645336e+00, 1.714642819948224783e+01
-3.010882210969924927e+03, 2.960000000000000000e+02, 8.646991177519396388e+00, 1.720465053408525335e+01
-3.014145504593849182e+03, 3.400000000000000000e+02, -3.159393745770267969e+01, 1.843908891458577415e+01
-3.017409052371978760e+03, 3.290000000000000000e+02, -1.649028666099826523e+01, 1.813835714721705372e+01
-3.020672387480735779e+03, 3.270000000000000000e+02, -1.000721952176650120e+01, 1.808314132002512409e+01
-3.023935860157012939e+03, 3.050000000000000000e+02, 1.689649936333870528e+01, 1.746424919657297892e+01
-3.027199236512184143e+03, 3.580000000000000000e+02, -3.073244989464501487e+01, 1.892088792842450218e+01
-3.030462633728981018e+03, 3.520000000000000000e+02, -1.883950274535953895e+01, 1.876166303929371892e+01
-3.033726285219192505e+03, 3.220000000000000000e+02, 1.763894075437565334e+01, 1.794435844492636178e+01
-3.036989723920822144e+03, 3.180000000000000000e+02, 2.877544894774325712e+01, 1.783255450012700649e+01
-3.040253299832344055e+03, 3.720000000000000000e+02, -1.734332530617268731e+01, 1.928730152198590986e+01
-3.043516779899597168e+03, 3.460000000000000000e+02, 1.738293823531751059e+01, 1.860107523773827509e+01
-3.046780514121055603e+03, 3.900000000000000000e+02, -1.692574368473589175e+01, 1.974841765813149763e+01
-3.050044035673141479e+03, 3.500000000000000000e+02, 3.387039916630158132e+01, 1.870828693386970798e+01
-3.053307694673538208e+03, 4.100000000000000000e+02, -1.405918503487760063e+01, 2.024845673131658685e+01
-3.056571257591247559e+03, 3.830000000000000000e+02, 2.648662361949664046e+01, 1.957038579078092511e+01
-3.059835074543952942e+03, 4.160000000000000000e+02, 8.753329455630478151e+00, 2.039607805437113797e+01
-3.063098679065704346e+03, 4.720000000000000000e+02, -2.996452767006894646e+01, 2.172556098240043099e+01
-3.066362304091453552e+03, 4.710000000000000000e+02, -9.302270450301307392e+00, 2.170253441421070661e+01
-3.069626066446304321e+03, 4.860000000000000000e+02, -1.809635546836830144e+00, 2.204540768504860182e+01
-3.072889732956886292e+03, 5.170000000000000000e+02, -6.927850916096190304e+00, 2.273763400180414607e+01
-3.076153653621673584e+03, 5.500000000000000000e+02, -9.948329665383880638e+00, 2.345207879911714954e+01
-3.079417361617088318e+03, 6.110000000000000000e+02, -3.597761070126637151e+01, 2.471841418861654915e+01
-3.082681206941604614e+03, 6.150000000000000000e+02, 1.143217415640151557e+00, 2.479919353527449033e+01
-3.085944956302642822e+03, 6.150000000000000000e+02, 4.991670420909565564e+01, 2.479919353527449033e+01
-3.089208959817886353e+03, 7.420000000000000000e+02, -1.866303238849968693e+01, 2.723967694375247106e+01
-3.092472750544548035e+03, 8.200000000000000000e+02, -2.594017138776030151e+01, 2.863564212655270680e+01
-3.095736562132835388e+03, 8.870000000000000000e+02, -6.285802980981316068e+00, 2.978254522367086210e+01
-3.099000511050224304e+03, 9.430000000000000000e+02, 4.531723661360376809e+01, 3.070830506556817596e+01
-3.102264364004135132e+03, 1.109000000000000000e+03, 1.490540668433436622e+01, 3.330165161069342616e+01
-3.105528471112251282e+03, 1.319000000000000000e+03, -2.146288302054904307e+01, 3.631803959466975584e+01
-3.108792365550994873e+03, 1.536000000000000000e+03, -1.236580697732279077e+01, 3.919183588453084610e+01
-3.112056397318840027e+03, 1.807000000000000000e+03, 1.594411756123940904e+01, 4.250882261366456305e+01
-3.115320333242416382e+03, 2.295000000000000000e+03, -7.066258028025276872e+01, 4.790615826801393951e+01
-3.118584523081779480e+03, 2.730000000000000000e+03, 3.495627397748557996e+01, 5.224940191045252647e+01
-3.121848500490188599e+03, 3.455000000000000000e+03, 2.840551504532095350e+01, 5.877924803874238080e+01
-3.125112498521804810e+03, 4.444000000000000000e+03, -4.498764663796373497e+01, 6.666333324999582999e+01
-3.128376633882522583e+03, 5.485000000000000000e+03, -1.258955180493740045e+01, 7.406078584514209240e+01
-3.131640673279762268e+03, 6.436000000000000000e+03, 1.278001467603762649e+02, 8.022468448052632084e+01
-3.134904966950416565e+03, 7.552000000000000000e+03, -1.178095349585901204e+02, 8.690224392960172395e+01
-3.138169047832489014e+03, 7.854000000000000000e+03, -2.498320353681992856e+01, 8.862279616441810504e+01
-3.141433266043663025e+03, 7.599000000000000000e+03, 1.666934477033100848e+01, 8.717224328879004247e+01
-3.144697388410568237e+03, 6.795000000000000000e+03, 7.209382900067703304e+01, 8.243178998420451364e+01
-3.147961764931678772e+03, 5.796000000000000000e+03, 1.877351889212604874e+01, 7.613146524269711790e+01
-3.151225928664207458e+03, 4.715000000000000000e+03, 5.670976884439369314e-01, 6.866585760041157016e+01
-3.154490229964256287e+03, 3.852000000000000000e+03, -1.088470776959416071e+02, 6.206448259673160095e+01
-3.157754435181617737e+03, 2.922000000000000000e+03, 4.227887889844896563e+01, 5.405552700695831447e+01
-3.161018661141395569e+03, 2.452000000000000000e+03, -7.924370148998150398e+01, 4.951767361255978983e+01
-3.164283141374588013e+03, 1.895000000000000000e+03, 3.772044438574152991e+01, 4.353159771935783340e+01
-3.167547408699989319e+03, 1.647000000000000000e+03, -4.155331635723587169e+01, 4.058324777540605055e+01
-3.170811813473701477e+03, 1.315000000000000000e+03, 4.430289706759594992e+01, 3.626292872893748864e+01
-3.174076122403144836e+03, 1.204000000000000000e+03, -3.275603953524614553e+01, 3.469870314579494419e+01
-3.177340685486793518e+03, 9.530000000000000000e+02, 7.209248848989636826e+01, 3.087069808086626210e+01
-3.180604977369308472e+03, 8.740000000000000000e+02, 3.564946524465926814e+01, 2.956349099818896420e+01
-3.183869465112686157e+03, 8.650000000000000000e+02, -4.794733804601833072e+01, 2.941088233970548416e+01
-3.187133856892585754e+03, 7.360000000000000000e+02, 5.755111356270617762e+00, 2.712931993250107254e+01
-3.190398269414901733e+03, 6.540000000000000000e+02, 2.575540879489790314e+01, 2.557342370508884244e+01
-3.193662936210632324e+03, 6.380000000000000000e+02, -9.873413874227253473e+00, 2.525866188063017859e+01
-3.196927390098571777e+03, 5.930000000000000000e+02, -8.295948146921546140e+00, 2.435159132377184221e+01
-3.200191981554031372e+03, 5.740000000000000000e+02, -2.615489999012004319e+01, 2.395829710142187707e+01
-3.203456476807594299e+03, 5.060000000000000000e+02, 1.030066294102891788e+01, 2.249444375840398536e+01
-3.206721226572990417e+03, 5.080000000000000000e+02, -1.890153478315176017e+01, 2.253885533916928807e+01
-3.209985763430595398e+03, 4.210000000000000000e+02, 4.448327858972470494e+01, 2.051828452868319275e+01
-3.213250437855720520e+03, 4.490000000000000000e+02, -4.148760870547903323e+00, 2.118962010041709121e+01
-3.216515016078948975e+03, 4.360000000000000000e+02, -9.276937509654089808e+00, 2.088061301782110135e+01
-3.219779848694801331e+03, 3.850000000000000000e+02, 2.570881593407239052e+01, 1.962141687034858251e+01
-3.223044468522071838e+03, 3.810000000000000000e+02, 1.549483848914888995e+01, 1.951922129594313660e+01
-3.226309109091758728e+03, 4.100000000000000000e+02, -2.617933881380474759e+01, 2.024845673131658685e+01
-3.229573886990547180e+03, 3.590000000000000000e+02, 1.347159042570285692e+01, 1.894729532149641571e+01
-3.232838569045066833e+03, 3.670000000000000000e+02, -4.729942155301444018e+00, 1.915724406066801677e+01
-3.236103505373001099e+03, 3.610000000000000000e+02, -7.934403605194688680e+00, 1.900000000000000000e+01
-3.239368228793144226e+03, 3.410000000000000000e+02, 3.733612289510347182e+00, 1.846618531261938756e+01
-3.242633089780807495e+03, 3.070000000000000000e+02, 3.016646807701641819e+01, 1.752141546793523119e+01
-3.245897854685783386e+03, 3.190000000000000000e+02, 1.127382472415843040e+01, 1.786057109949175015e+01
-3.249162873864173889e+03, 3.590000000000000000e+02, -3.502282615814647215e+01, 1.894729532149641571e+01
-3.252427680373191833e+03, 3.350000000000000000e+02, -1.678949081744872274e+01, 1.830300521772312550e+01
-3.255692507505416870e+03, 2.970000000000000000e+02, 1.591557177004142432e+01, 1.723368793961408585e+01
-3.258957472205162048e+03, 3.020000000000000000e+02, 6.042071265741469688e+00, 1.737814719698276633e+01
-3.262222457647323608e+03, 2.990000000000000000e+02, 4.546556727842073542e+00, 1.729161646579058242e+01
-3.265487463712692261e+03, 3.150000000000000000e+02, -1.560911896460760317e+01, 1.774823934929884928e+01
-3.268752373814582825e+03, 2.840000000000000000e+02, 1.154171992874319130e+01, 1.685229954635271810e+01
-3.272017421364784241e+03, 3.090000000000000000e+02, -1.703064158123220295e+01, 1.757839583124694727e+01
-3.275282373070716858e+03, 2.770000000000000000e+02, 1.164806468674169082e+01, 1.664331697709323876e+01
-3.278547578811645508e+03, 2.700000000000000000e+02, 1.555448395847923848e+01, 1.643167672515498268e+01
-3.281812571763992310e+03, 3.080000000000000000e+02, -2.533137426201744802e+01, 1.754992877478424518e+01
-3.285077585697174072e+03, 2.530000000000000000e+02, 2.697206804063102936e+01, 1.590597372058686609e+01
-3.288342736959457397e+03, 2.590000000000000000e+02, 1.844848219296522984e+01, 1.609347693943108126e+01
-3.291607909083366394e+03, 2.960000000000000000e+02, -2.091657021695965568e+01, 1.720465053408525335e+01
-3.294873101830482483e+03, 3.000000000000000000e+02, -2.713613168807847842e+01, 1.732050807568877460e+01
-3.298138198614120483e+03, 2.530000000000000000e+02, 1.777814181309685182e+01, 1.590597372058686609e+01
-3.301403432846069336e+03, 3.080000000000000000e+02, -3.918446794073713590e+01, 1.754992877478424518e+01
-3.304668687939643860e+03, 2.600000000000000000e+02, 6.966570492596872555e+00, 1.612451549659709826e+01
-3.307933963775634766e+03, 2.900000000000000000e+02, -2.477738085094642884e+01, 1.702938636592640265e+01
-3.311199143409729004e+03, 2.340000000000000000e+02, 2.957590311733588351e+01, 1.529705854077835525e+01
